Subject_Display_Name,Subject,Chapter_Display_Name,Chapter,Topic_Display_Name,Topic,SubTopic_Display_Name,SubTopic,Module_Display_Name,Module,LessonPlan_Display_Name,Lesson_Plan_Name
,,,,,,,,,,,
*,*,*,*,*,*,,,*,*,*,*
,,,,,,,,,,,
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,01-Defination_And_Features,M1,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,02-Types_of_Partners,M2,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,03-Partnership_Deed,M3,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,04-Indian_Partnership_Act_1932,M4,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,05-Methods_of_Capital_Accounts,M5,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,06-Specimen_Journal_Entries,M6,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,07-Journal_Entries_Current_Acs,M7,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,08-Current_Accounts,M8,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,09-Fluctuating_Capital_Account,M9,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,10-Q1_Part_I,M10,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,11-Q1_Part_II,M11,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,01-Introduction to Partnership Firm,01-Introduction_to_Partnership_Firm,,,12-Q2_Part_I_and_II,M12,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,01-PFA_Introduction,M1,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,02-PFA_Preparation_Part_I,M2,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,03-PFA_Preparation_Part_II,M3,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,04-PFA_Preparation_Part_III,M4,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,05-PFA_Basic_Adjustments_Part_I,M5,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,06-PFA_Basic_Adjustments_Part_II,M6,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,07-PFA_Adj_New_Bad_Debts,M7,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,08-PFA_Adj_Bills_Payabe_Dishonoured,M8,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,09-PFA_Q1_Ganesh_and_Kartik_Part_I,M9,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,10-PFA_Q1_Ganesh_and_Kartik_Part_II,M10,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,11-PFA_Q1_Ganesh_and_Kartik_Part_III,M11,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,12-PFA_Q1_Ganesh_and_Kartik_Part_IV,M12,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,13-PFA_Q2_Sonal_and_Minal_Part_I,M13,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,14-PFA_Q2_Sonal_and_Minal_Part_II,M14,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,15-PFA_Q2_Sonal_and_Minal_Part_III,M15,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,16-PFA_Q2_Sonal_and_Minal_Part_IV,M16,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,17-PFA_Q3_Ajay_and_Vijay_Part_I,M17,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,18-PFA_Q3_Ajay_and_Vijay_Part_II,M18,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,19-PFA_Q3_Ajay_and_Vijay_Part_III,M19,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,20-PFA_Adj_Goods-Partner_and_Cap-Rev_exp,M20,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,21-PFA_Q4_Raja_and_Rani_Part_I,M21,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,22-PFA_Q4_Raja_and_Rani_Part_II,M22,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,23-PFA_Q4_Raja_and_Rani_Part_III,M23,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,24-PFA_Adjustment_Bad_Debts_and_RDD,M24,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,25-PFA_Adj_Goods_Destroyed_by_fire_Accident_Stolen,M25,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,26-PDA_Q5_Sharma_and_Varma_Part_I,M26,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,27-PDA_Q5_Sharma_and_Varma_Part_II,M27,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,28-PDA_Q5_Sharma_and_Varma_Part_III,M28,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,29-Adjustments_Unrecorded_Sales,M29,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,30-PFA_Adj_RFDC,M30,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,31-PFA_Adjustment_Bills_Receivable_Dishonoured,M31,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,32-PFA_Personal_exp_included_in_Business_Exp,M32,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,33-PFA_Q6_Rane_and_Chavan_Part_I,M33,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,34-PFA_Q6_Rane_and_Chavan_Part_II,M34,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,35-PFA_Q6_Rane_and_Chavan_Part_III,M35,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,36-PFA_Q6_Rane_and_Chavan_Part_IV,M36,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,37-PFA_Adj_Sale_of_Asset_included_in_sales,M37,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,38-Methods_of_Capital_Int_and_Salary_to_Partner,M38,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,39-PFA_Adj_Interest_on_Drawing,M39,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,40-PFA_Adj_Stock_of_stationery,M40,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,41-PFA_Q7_Sachin_and_Nilesh_Part_I,M41,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,42-PFA_Q7_Sachin_and_Nilesh_Part_II,M42,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,43-PFA_Q7_Sachin_and_Nilesh_Part_III,M43,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,44-PFA_Q7_Sachin_and_Nilesh_Part_IV,M44,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,45-PFA_Q8_Ramdeo_and_Mahadeo_Part_I,M45,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,46-PFA_Q8_Ramdeo_and_Mahadeo_Part_II,M46,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,47-PFA_Q8_Ramdeo_and_Mahadeo_Part_III,M47,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,48-PFA_Q8_Ramdeo_and_Mahadeo_Part_IV,M48,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,49-PFA_Q9_Pravin_and_Ramesh_Part_I,M49,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,50-PFA_Q9_Pravin_and_Ramesh_Part_II,M50,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,51-PFA_Q9_Pravin_and_Ramesh_Part_III,M51,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,52-PFA_Q9_Pravin_and_Ramesh_Part_IV,M52,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,53-PFA_Q10_Ajit_and_Sujit_Part_I,M53,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,54-PFA_Q10_Ajit_and_Sujit_Part_II,M54,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,55-PFA_Q10_Ajit_and_Sujit_Part_III,M55,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,56-PFA_Q10_Ajit_and_Sujit_Part_IV,M56,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,57-PFA_Q11_Dhanesh_and_Ganesh_Part_I,M57,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,58-PFA_Q11_Dhanesh_and_Ganesh_Part_II,M58,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,59-PFA_Q11_Dhanesh_and_Ganesh_Part_III,M59,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,60-PFA_Q11_Dhanesh_and_Ganesh_Part_IV,M60,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,61-PFA_Q12_Sanjay_and_Sudhir_Part_I,M61,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,62-PFA_Q12_Sanjay_and_Sudhir_Part_II,M62,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,63-PFA_Q12_Sanjay_and_Sudhir_Part_III,M63,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,64-PFA_Q12_Sanjay_and_Sudhir_Part_IV,M64,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,65-PFA_Q13_Premlal_and_Sunderlal_Part_I,M65,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,66-PFA_Q13_Premlal_and_Sunderlal_Part_II,M66,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,67-PFA_Q13_Premlal_and_Sunderlal_Part_III,M67,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,68-PFA_Q13_Premlal_and_Sunderlal_Part_IV,M68,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,69-PFA_Q14_Sachin_and_Shrimant_Part_I,M69,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,70-PFA_Q14_Sachin_and_Shrimant_Part_II,M70,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,71-PFA_Q14_Sachin_and_Shrimant_Part_III,M71,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,72-PFA_Q14_Sachin_and_Shrimant_Part_IV,M72,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,73-PFA_Q15_Jitesh_and_Shailesh_Part_I,M73,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,74-PFA_Q15_Jitesh_and_Shailesh_Part_II,M74,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,75-PFA_Q15_Jitesh_and_Shailesh_Part_III,M75,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,76-PFA_Q15_Jitesh_and_Shailesh_Part_IV,M76,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,77-PFA_Q16_Sanjay_and_Vijay_Part_I,M77,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,78-PFA_Q16_Sanjay_and_Vijay_Part_II,M78,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,79-PFA_Q16_Sanjay_and_Vijay_Part_III,M79,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,80-PFA_Q16_Sanjay_and_Vijay_Part_IV,M80,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,81-PFA_Q17_Kamlesh_and_Mahajan_Part_I,M81,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,82-PFA_Q17_Kamlesh_and_Mahajan_Part_II,M82,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,83-PFA_Q17_Kamlesh_and_Mahajan_Part_III,M83,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,02-Partnership Final Accounts,02-Partnership_Final_Accounts,02-Partnership Final Accounts,02-Partnership_Final_Accounts,,,84-PFA_Q17_Kamlesh_and_Mahajan_Part_IV,M84,Lecture 7,Lecture_7
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,01-Reconstitution_of_Partnership,M1,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,02-Admission_of_Partner,M2,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,03-New_Profit_Sharing_Ratio_SR_and_Q1,M3,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,04-Q2,M4,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,05-Goodwill,M5,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,06-Average_Profit_Method,M6,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,07-Q4,M7,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,08-Super_Profit_Method,M8,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,09-Q5,M9,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,10-Q6,M10,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,11-Treatment_of_Goodwill_Part_I,M11,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,12-Treatment_of_Goodwill_Part_II,M12,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,13-Treatment_of_Goodwill_Part_III,M13,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,14-Accounting_Adjustments,M14,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,15-Revaluation_of_Liabilities,M15,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,16-Undistributed_Profits_and_Losses,M16,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,17-Q7,M17,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,18-Q8_Shekhar_and_Shridhar_Part_I,M18,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,19-Q8_Shekhar_and_Shridhar_Part_II,M19,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,20-Q8_Shekhar_and_Shridhar_Part_II,M20,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,21-Q9_Paresh_and_Naresh_Part_I,M21,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,22-Q9_Paresh_and_Naresh_Part_II,M22,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,23-Q9_Paresh_and_Naresh_Part_III,M23,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,24-Q9_Paresh_and_Naresh_Part_IV,M24,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,25-Q10_Amol_and_Abhijeet_Part_I,M25,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,26-Q10_Amol_and_Abhijeet_Part_I,M26,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,27-Q10_Amol_and_Abhijeet_Part_III,M27,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,03-Admission of Partner,03-Admission_of_Partner,03-Admission of Partner,03-Admission_of_Partner,,,28-Q10_Amol_and_Abhijeet_Part_IV,M28,Lecture 3,Lecture_3
