Subject_Display_Name,Subject,Chapter_Display_Name,Chapter,Topic_Display_Name,Topic,SubTopic_Display_Name,SubTopic,Module_Display_Name,Module,LessonPlan_Display_Name,Lesson_Plan_Name
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"01-Meaning_Definition_Reasons_Legal_Effects
",M1,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"02-Accounting_Procedure_Step_1_And_2
",M2,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"03-Accounting_Procedure_Step_3_And_4
",M3,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"04-Accounting_Procedure_Step_5_And_6
",M4,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"05-Accounting_Procedure_Step_7_And_8
",M5,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"06-Accounting_Procedure_Step_9_10_11
",M6,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"07-Unrecorded_Asset_Liabs_Reserve_Against_Asset
",M7,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"08-Distinguish_Revaluation_And_Realisation_Acc
",M8,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"09-Question_1_Anandrao_Baburao_Part_I
",M9,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"10-Question_1_Anandrao_Baburao_Part_II
",M10,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"11-Question_1_Anandrao_Baburao_Part_III
",M11,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"12-Question_1_Anandrao_Baburao_Part_IV
",M12,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"13-Question_2_Ravi_Uday_Part_I
",M13,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"14-Question_2_Ravi_Uday_Part_II
",M14,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"15-Question_2_Ravi_Uday_Part_III
",M15,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"16-Question_2_Ravi_Uday_Part_IV
",M16,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"17-Question_3_Jay_Ajay_Vijay_Part_I
",M17,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"18-Question_3_Jay_Ajay_and_Vijay_Part_II
",M18,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"19-Question_3_Jay_Ajay_and_Vijay_Part_III
",M19,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"20-Question_3_Jay_Ajay_and_Vijay_Part_IV
",M20,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"21-Question_4_Kedarnath_and_Somnath_Part_I
",M21,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"22-Question_4_Kedarnath_and_Somnath_Part_II
",M22,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"23-Question_4_Kedarnath_and_Somnath_Part_III
",M23,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"24-Question_4_Kedarnath_and_Somnath_Part_IV
",M24,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"25-Question_5_Umesh_and_Prakash_Part_I
",M25,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"26-Question_5_Umesh_and_Prakash_Part_II
",M26,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"27-Question_5_Umesh_and_Prakash_Part_III
",M27,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"28-Question_5_Umesh_and_Prakash_Part_IV
",M28,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"29-Question_6_Amir_Babar_and_Chintamani_Part_I
",M29,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"30-Question_6_Amir_Babar_and_Chintamani_Part_II
",M30,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"31-Question_6_Amir_Babar_and_Chintamani_Part_III
",M31,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"32-Question_6_Amir_Babar_and_Chintamani_Part_IV
",M32,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"33-Question_7_Xavier_Yasin_and_Zuber_Part_I
",M33,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"34-Question_7_Xavier_Yasin_and_Zuber_Part_II
",M34,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"35-Question_7_Xavier_Yasin_and_Zuber_Part_III
",M35,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"36-Question_7_Xavier_Yasin_and_Zuber_Part_IV
",M36,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"37-Question_8_Ganga_Yamuna_and_Venna_Part_I
",M37,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"38-Question_8_Ganga_Yamuna_and_Venna_Part_II
",M38,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"39-Question_8_Ganga_Yamuna_and_Venna_Part_III
",M39,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"40-Question_8_Ganga_Yamuna_and_Venna_Part_IV
",M40,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"41-Question_9_Mona_Sona_and_Jaya_Part_I
",M41,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"42-Question_9_Mona_Sona_and_Jaya_Part_II
",M42,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"43-Question_9_Mona_Sona_and_Jaya_Part_III
",M43,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,"44-Question_9_Mona_Sona_and_Jaya_Part_IV
",M44,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,45-When_atleast_One_Partner_is_Solvent_Part_I,M45,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,46-When_atleast_One_Partner_is_Solvent_Part_II,M46,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,47-Question_10_Sadhana_Seema_and_Kalpana_Part_I,M47,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,48-Question_10_Sadhana_Seema_and_Kalpana_Part_II,M48,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,49-Question_10_Sadhna_Seema_and_Kalpana_Part_III,M49,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,50-Question_10_Sadhana_Seema_and_Kalpana_Part_IV,M50,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,51-Question_11_Sun_Moon_and_Star_Part_I,M51,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,52-Question_11_Sun_Moon_and_Star_Part_II,M52,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,53-Question_11_Sun_Moon_and_Star_Part_III,M53,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,54-Question_11_Sun_Moon_and_Star_Part_IV,M54,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,55-Question_12_Kulkarni_Solkar_Bhave_Part_I,M55,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,56-Question_12_Kulkarni_Solkar_Bhave_Part_II,M56,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,57-Question_12_Kulkarni_Solkar_Bhave_Part_III,M57,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,58-Question_12_Kulkarni_Solkar_Bhave_Part_IV,M58,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,59-Question_13_Ajay_Vijay_Sanjay_Part_I,M59,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,60-Question_13_Ajay_Vijay_Sanjay_Part_II,M60,Lecture 5,Lecture_5
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,61-Question_13_Ajay_Vijay_Sanjay_Part_III,M61,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,62-Question_13_Ajay_Vijay_Sanjay_Part_IV,M62,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,63-When_All_Partners_are_Insolvent,M63,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,64-When_All_Partners_are_Insolvent_Part_II,M64,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,65-Question_14_Kishor_Abhay_and_Vinod_Part_I,M65,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,66-Question_14_Kishor_Abhay_and_Vinod_Part_II,M66,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,67-Question_14_Kishor_Abhay_and_Vinod_Part_III,M67,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,68-Question_14_Kishor_Abhay_and_Vinod_Part_IV,M68,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,69-Question_15_Mohan_Anand_and_Krishna_Part_I,M69,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,70-Question_15_Mohan_Anand_and_Krishna_Part_II,M70,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,71-Question_15_Mohan_Anand_and_Krishna_Part_III,M71,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,06-Dissolution of Partnership Firm,06-Dissolution_of_Partnership_Firm,,,72-Question_15_Mohan_Anand_and_Krishna_Part_IV,M72,Lecture 6,Lecture_6
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,01-Introduction_And_Meaning,M1,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,02-Features,M2,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,03-Need_to_Maintain_Books_Of_Accounts,M3,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,04-Receipts_And_Payments_Account,M4,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,05-Types_of_Receipts,M5,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,06-Types_of_Payments,M6,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,07-Final_Accounts_or_Financial_Statements,M7,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,08-Features_of_Income_and_Expenditure_Account,M8,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,09-R_and_P_Acc_verses_I_and_E_Acc,M9,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,10-Donations_and_its_Accounting_Treatment,M10,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,11-Steps_for_Solving_Sum,M11,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,12-Q1_Presentation_of_Rent,M12,Lecture 1,Lecture_1
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,13-Q2_Presntation_of_Int_on_FD_n_Rent_for_Grnd,M13,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,14-Q3_Presentation_of_07_Subscription_I,M14,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,15-Q4_Presentation_of_07_Subscription_II,M15,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,16-Q5_Cal_n_Presntation_of_Stationery_Consumed,M16,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,17-Q6_Senior_Citizen_Asso_Part_I,M17,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,18-Q6_Senior_Citizen_Asso_Part_II,M18,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,19-Q7_Lalit_Kala_Kendra_Part_I,M19,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,20-Q7_Lalit_Kala_Kendra_Part_II,M20,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,21-Q8_Vishwa_Shanti_Mandal_Part_I,M21,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,22-Q8_Vishwa_Shanti_Mandal_Part_II,M22,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,23-Q8_Vishwa_Shanti_Mandal_Part_III,M23,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,24-Q8_Vishwa_Shanti_Mandal_Part_IV,M24,Lecture 2,Lecture_2
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,25-Q9_Sudharshan_Charitable_Org_Part_I,M25,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,26-Q9_Sudharshan_Charitable_Org_Part_II,M26,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,27-Q9_Sudharshan_Charitable_Org_Part_III,M27,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,28-Q9_Sudharshan_Charitable_Org_Part_IV,M28,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,29-Q10_Samat_Sports_Club_Part_I,M29,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,30-Q10_Samat_Sports_Club_Part_II,M30,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,31-Q10_Samat_Sports_Club_Part_III,M31,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,32-Q10_Samat_Sports_Club_Part_IV,M32,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,33-Q11_Suryodaya_Club_Part_I,M33,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,34-Q11_Suryodaya_Club_Part_II,M34,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,35-Q11_Suryodaya_Club_Part_III,M35,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,36-Q11_Suryodaya_Club_Part_IV,M36,Lecture 3,Lecture_3
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,37-Q12_Bright_Students_Junior_College_Part_I,M37,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,38-Q12_Bright_Students_Junior_College_Part_II,M38,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,39-Q12_Bright_Students_Junior_College_Part_III,M39,Lecture 4,Lecture_4
Book Keeping,Book_Keeping,07-Not for Profit Concern,07-Not_for_Profit_Concern,07-Not for Profit Concern,07-Not_for_Profit_Concern,,,40-Q12_Bright_Students_Junior_College_Part_IV,M40,Lecture 4,Lecture_4
